x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end,timestamp
CEE225-E9,43103,215.26.142.237,GET,d8bnainxtot1t.cloudfront.net,/blog/choosing-right-database,500,https://lee-martin.com/tags/category/categorylogin.htm,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/13.0.834.0 Safari/536.0",,61d9cdf82f29caa857ed420ff3524a9b,LimitExceeded,7928c8c8-2434-406d-9138-8a15325469f3,archivesnationales-ht.com,HTTP,2202,1.522,nan,TLSv1.3,None,LimitExceeded,HTTP/1.1,Failed,nan,62606,0.307,BadGateway,application/javascript,239409,,1983,2025-07-15 03:26:25
EDF971-E0,31772,28.231.94.159,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-modeling-techniques-data-engineers,200,nan,Opera/9.31.(X11; Linux i686; as-IN) Presto/2.9.178 Version/11.00,main,c30cd0ebb722b46f77a0f0fbaf66c3ed,Hit,b6c97551-3360-4204-8080-c8e606e5668e,archivesnationales-ht.com,HTTPS,458,0.837,nan,TLSv1.2,None,Hit,HTTP/1.1,Processed,nan,46953,0.983,Error,image/jpeg,256406,,,2025-07-15 13:25:12
BBF212-E8,53267,8.18.96.115,POST,d8bnainxtot1t.cloudfront.net,/blog/data-observability-tools,404,http://www.hoover-miller.com/posts/searchauthor.asp,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/62.0.856.0 Safari/532.2",search,470add6080668b44df30fe5c70033a3d,Hit,e4e41bc9-6484-441b-b600-079eb2a4071e,archivesnationales-ht.com,HTTPS,4375,2.128,163.18.5.3,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Failed,nan,41479,0.422,Error,text/css,50465,,,2025-07-15 06:40:07
FDE166-E2,73177,207.100.201.203,GET,d8bnainxtot1t.cloudfront.net,/blog/serverless-data-processing,500,http://osborne-rowe.biz/list/categories/tagcategory.php,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0),search,nan,Miss,8aa30856-bca3-4dd8-8ecf-763868f6a7c2,archivesnationales-ht.com,HTTP,4858,1.258,196.209.152.91,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,32547,0.992,Miss,text/html,259633,173,,2025-07-15 05:55:14
BAD348-E7,45832,209.85.56.6,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/serverless-data-processing,403,https://www.collins-boyle.com/tags/exploreabout.html,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4 rv:5.0; nn-NO) AppleWebKit/535.27.6 (KHTML, like Gecko) Version/5.0 Safari/535.27.6",index,nan,Hit,00d12ce6-dc76-4b7a-bf14-a7c66c878cc4,archivesnationales-ht.com,HTTP,2002,1.1,nan,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,,direction,3902,0.698,BadGateway,text/css,201257,,1904,2025-07-15 15:53:29
EAF066-E4,52150,104.105.104.235,HEAD,d8bnainxtot1t.cloudfront.net,/blog/streaming-analytics-applications,403,https://brown.net/tagauthor.htm,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/54.0.863.0 Safari/533.0",homepage,nan,Error,4182b1c3-0298-48f5-8426-38f4d956bada,archivesnationales-ht.com,HTTPS,3147,0.502,58.184.126.23,TLSv1.2,None,LimitExceeded,HTTP/2.0,,nan,52437,0.516,BadGateway,image/jpeg,371631,,1756,2025-07-15 00:57:57
CEB442-E4,52508,139.199.159.154,GET,d8bnainxtot1t.cloudfront.net,/blog/metadata-management-data-lakes,500,https://www.harris-joyce.com/tags/wp-contentcategory.jsp,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/27.0.889.0 Safari/534.1",,nan,Error,484d41b6-c585-4e70-b1a5-0c32c8dca594,archivesnationales-ht.com,HTTPS,4518,0.787,206.114.24.56,TLSv1.3,None,LimitExceeded,HTTP/1.1,Failed,nan,39162,0.041,LambdaExecutionError,image/jpeg,464875,,,2025-07-15 08:00:34
BDF612-E2,82644,195.175.246.246,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-quality-metrics,301,http://www.campbell.com/list/exploreprivacy.asp,Opera/9.30.(Windows NT 10.0; am-ET) Presto/2.9.173 Version/10.00,register,c4f15b71a9f2146bfe3e441cf8c8d2ad,LimitExceeded,64951c90-2807-4378-8629-97b80646221f,archivesnationales-ht.com,HTTPS,4955,1.534,204.160.106.17,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,Failed,nan,1797,0.21,BadGateway,application/json,349346,844,1373,2025-07-15 19:23:16
AEB035-E5,40496,205.122.227.87,GET,d8bnainxtot1t.cloudfront.net,/blog/containerization-docker-kubernetes-data,200,nan,Opera/8.75.(X11; Linux i686; tk-TM) Presto/2.9.170 Version/12.00,main,nan,Miss,b8f3c57b-4365-41a0-8912-58a4041318e5,archivesnationales-ht.com,HTTPS,1589,1.716,nan,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,trial,27708,0.107,LambdaExecutionError,image/jpeg,259135,,,2025-07-15 01:54:52
FFE096-E4,55915,199.214.15.1,POST,d8bnainxtot1t.cloudfront.net,/blog,301,http://thomas.com/categories/exploreregister.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7 rv:2.0; the-NP) AppleWebKit/535.15.3 (KHTML, like Gecko) Version/4.0.2 Safari/535.15.3",login,27c8feabeb3e325e194743f1bc160a78,Miss,6af5ca68-f285-476b-9885-0e0c1c947a6b,archivesnationales-ht.com,HTTPS,990,1.627,106.210.93.71,TLSv1.2,AES256-GCM-SHA384,Miss,HTTP/1.1,,nan,6319,0.057,LambdaExecutionError,text/html,95780,,,2025-07-15 07:21:44
AEC596-E8,16266,222.174.186.16,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/search,200,http://www.baker-cole.org/list/posts/searchhomepage.php,Mozilla/5.0 (Android 4.1.1; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,,9dbf150efbb7436a53db358b81a6d2ff,Hit,274f1c63-0c2c-4f68-a708-d0d2352597cf,archivesnationales-ht.com,HTTPS,1125,0.197,125.211.156.46,TLSv1.2,AES256-GCM-SHA384,Hit,HTTP/2.0,Failed,nan,11943,0.914,Error,image/jpeg,147210,138,,2025-07-15 20:41:38
DFE637-E9,922,137.190.213.175,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-governance-best-practices,301,http://www.andrade-fuller.com/posts/wp-contenthomepage.php,Opera/8.81.(Windows 98; Win 9x 4.90; sq-AL) Presto/2.9.162 Version/12.00,homepage,d38d375789ef26c482d44bf1681bd792,LimitExceeded,5ea13b10-49e9-4f02-8b65-c0a0f0e85844,archivesnationales-ht.com,HTTPS,2078,1.454,165.176.153.118,None,None,Miss,HTTP/1.1,Failed,nan,22496,0.698,Hit,application/json,260692,,,2025-07-15 04:34:58
BCC864-E2,9388,140.0.214.65,DELETE,d8bnainxtot1t.cloudfront.net,/blog/category,301,https://www.martinez.com/categories/categoryabout.asp,Opera/9.24.(X11; Linux i686; dv-MV) Presto/2.9.180 Version/10.00,,nan,Error,bff4e31e-2bc9-4068-b905-6c6536cb4e52,archivesnationales-ht.com,HTTP,3730,0.082,200.214.130.227,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/2.0,,nan,40092,0.308,Miss,application/javascript,344469,60,,2025-07-15 16:48:49
AEB299-E5,14242,143.113.172.237,DELETE,d8bnainxtot1t.cloudfront.net,/blog/distributed-computing-data,403,nan,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0),register,5c1bb7db1411882344edfc33dc74b4b5,Error,151a8eef-6bc6-4aab-a28d-f88bb72fe6bc,archivesnationales-ht.com,HTTPS,3925,0.065,202.226.131.150,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,34940,0.412,LambdaExecutionError,application/javascript,104202,,,2025-07-15 02:54:40
BBF879-E5,20892,68.58.173.76,POST,d8bnainxtot1t.cloudfront.net,/blog/data-modeling-techniques-data-engineers,200,http://hendricks.com/list/app/postsindex.htm,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.888.0 Safari/533.1",,40d162e308420c787aec77d65405eb79,Error,011c2e67-29e9-40f8-a7e2-776513d5b777,archivesnationales-ht.com,HTTP,111,1.062,nan,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,60087,0.394,Error,image/jpeg,395154,159,1791,2025-07-15 09:31:45
CEE080-E8,83850,176.151.20.243,PUT,d8bnainxtot1t.cloudfront.net,/blog,200,http://www.taylor.info/mainpost.html,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.850.0 Safari/532.2",homepage,585829fcd151f44a127c571cf315894e,Error,0874a787-c3aa-498e-80e6-ba58a870379d,archivesnationales-ht.com,HTTPS,3533,0.67,nan,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Failed,nan,21778,0.85,Error,application/javascript,15278,763,,2025-07-15 11:01:09
CFD534-E5,67933,17.52.185.2,GET,d8bnainxtot1t.cloudfront.net,/blog/data-quality-checks-etl,301,http://www.anderson-morgan.com/appcategory.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),,nan,Error,bcf829b4-db65-40a4-8232-23f5c5b30665,archivesnationales-ht.com,HTTPS,3139,0.078,7.68.195.85,None,AES256-GCM-SHA384,Miss,HTTP/1.1,Failed,nan,17310,0.039,Error,image/jpeg,88131,460,,2025-07-15 17:07:09
ECB114-E3,16069,41.113.154.191,HEAD,d8bnainxtot1t.cloudfront.net,/blog/serverless-data-processing,404,nan,Opera/8.16.(X11; Linux i686; wal-ET) Presto/2.9.161 Version/11.00,home,44e438b70f54f908f03c5795695554e3,Hit,95fd5d31-4a07-4f23-8aca-3d94ab557115,archivesnationales-ht.com,HTTPS,4094,1.263,156.34.33.150,TLSv1.2,None,LimitExceeded,HTTP/1.1,,nan,48195,0.32,Hit,image/jpeg,94698,,,2025-07-15 08:43:38
CFE778-E4,84146,170.231.49.105,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-virtualization-use-cases,500,http://sanchez-madden.net/category/postscategory.html,Opera/8.83.(X11; Linux x86_64; byn-ER) Presto/2.9.165 Version/12.00,privacy,nan,Miss,9df263bf-2ee6-4da1-9c2d-b93dcd90f607,archivesnationales-ht.com,HTTPS,2051,0.61,162.175.80.255,TLSv1.2,None,Miss,HTTP/1.1,Failed,nan,48234,0.84,BadGateway,text/html,230273,,,2025-07-15 08:14:25
BAE895-E6,29913,108.190.216.246,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/graph-databases-data-engineering,403,nan,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:4.0; mt-MT) AppleWebKit/531.27.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.27.7",,478d16f6e0a485e74edcd8e01c551b88,Error,8ebf4abf-504c-4f2f-ba97-0d28caa4c6e3,archivesnationales-ht.com,HTTPS,1793,1.373,194.62.67.62,None,None,Miss,HTTP/1.1,Failed,nan,64085,0.744,BadGateway,application/javascript,190432,,,2025-07-15 17:40:36
BBD118-E9,34915,62.37.125.205,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-privacy-regulations-gdpr,200,https://www.kirk-mason.com/list/list/tagcategory.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/17.5i9275.0 Mobile/15Q882 Safari/532.0",search,e6204d77cc52529842e282bafdc97738,Hit,667de83a-4394-4e4b-9a43-4c99150b8f82,archivesnationales-ht.com,HTTPS,3876,2.17,157.40.133.67,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,,nan,18817,0.608,Hit,text/css,115904,738,,2025-07-15 10:08:49
ECB571-E4,944,203.254.230.89,PUT,d8bnainxtot1t.cloudfront.net,/blog/choosing-right-database,200,http://www.turner-hernandez.com/categoryregister.htm,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/33.0.896.0 Safari/531.2",main,nan,LimitExceeded,9d2d1270-f5a3-4fc3-8de5-5908f54bb09b,archivesnationales-ht.com,HTTPS,4563,0.722,203.164.18.191,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,57490,0.099,Error,image/jpeg,484613,,,2025-07-15 21:58:50
FBA387-E2,19030,198.130.90.224,GET,d8bnainxtot1t.cloudfront.net,/blog/data-transformation-techniques,200,https://morton.com/wp-content/bloghomepage.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),faq,69925a757ab13e264307bea78eb3090f,LimitExceeded,757a394c-ab20-492c-97ab-f0d685cda123,archivesnationales-ht.com,HTTPS,1985,0.41,34.255.236.71,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,,site,47187,0.003,BadGateway,text/css,176170,,,2025-07-15 12:44:54
EEF973-E4,82704,9.143.241.22,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-quality-checks-etl,403,https://williams.com/bloghome.htm,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; bho-IN) AppleWebKit/532.27.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.27.3",,2e19dcf12c020bf20ac7cce7a39de8a8,Hit,43babc5d-4faa-4e85-bce1-f80fe1cf2be6,archivesnationales-ht.com,HTTPS,3754,1.59,155.75.236.215,TLSv1.2,None,LimitExceeded,HTTP/1.1,Processed,nan,1336,0.274,Hit,application/javascript,126765,797,,2025-07-15 05:41:38
BFB992-E8,85827,141.102.2.137,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-mesh-architecture,200,https://www.wilson.org/wp-content/wp-content/listsearch.htm,Opera/8.30.(X11; Linux x86_64; tg-TJ) Presto/2.9.171 Version/10.00,,nan,Miss,462bcd06-ee47-421e-b47d-3de819036d05,archivesnationales-ht.com,HTTPS,2046,0.284,214.194.245.185,TLSv1.3,None,Hit,HTTP/1.1,,nan,35146,0.748,Miss,text/html,279442,228,1392,2025-07-15 05:24:14
ECB397-E6,82934,218.168.71.58,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/delta-lake-apache-iceberg,403,https://ford-williams.com/categoriescategory.jsp,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ht-HT) AppleWebKit/532.30.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.30.4",search,6c07aacbdd210379ccf91bdbbe739597,LimitExceeded,054ede9d-095d-4552-905f-e3beb20d12ef,archivesnationales-ht.com,HTTP,2659,0.401,133.140.234.26,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/2.0,Failed,nan,26168,0.196,Miss,text/html,271268,,,2025-07-15 22:49:21
DEA635-E3,70294,207.198.13.51,PUT,d8bnainxtot1t.cloudfront.net,/about,403,https://young.org/wp-content/category/wp-contentlogin.html,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.1.2 (KHTML, like Gecko) Version/4.0 Safari/532.1.2",,14e843d51bfaa2d812aa748df8fc35db,Error,9504cbd6-1b38-43f7-91a7-36b6a926054d,archivesnationales-ht.com,HTTPS,3065,2.253,nan,TLSv1.3,None,Hit,HTTP/1.1,Processed,nan,22869,0.975,Error,text/html,287135,728,,2025-07-15 22:00:26
CBE906-E4,67780,29.168.250.86,HEAD,d8bnainxtot1t.cloudfront.net,/blog/scalable-data-architecture,200,https://www.taylor.org/category/mainregister.jsp,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),login,13cdd16d74726d8582e814ad97701b66,Error,aeec6a7c-9e99-4a02-89cd-bca8956534b2,archivesnationales-ht.com,HTTPS,2304,1.579,9.248.11.225,None,None,Hit,HTTP/1.1,Processed,nan,20679,0.083,LambdaExecutionError,text/css,195628,495,,2025-07-15 08:09:50
FCA345-E2,18618,161.174.95.149,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-privacy-regulations-gdpr,404,http://www.harris.org/tag/app/tagprivacy.html,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.23.1 (KHTML, like Gecko) Version/4.0.5 Safari/533.23.1",,a0ffe57dbc4cd664afab398a0fdedeb8,Miss,1dbbccd0-dd17-48fe-9cae-19ab661b3681,archivesnationales-ht.com,HTTP,2725,0.951,157.11.177.168,TLSv1.2,None,Hit,HTTP/1.1,,nan,10923,0.292,Hit,text/css,182308,,1293,2025-07-15 20:06:44
DBC232-E9,41150,108.124.110.175,PUT,d8bnainxtot1t.cloudfront.net,/blog/what-is-data-engineering,301,https://ward.com/posts/categorylogin.html,Opera/8.40.(Windows NT 5.1; be-BY) Presto/2.9.177 Version/11.00,,nan,LimitExceeded,7c764969-7cff-4747-b70b-8ef76de4b678,archivesnationales-ht.com,HTTPS,4407,1.253,210.240.223.82,None,None,LimitExceeded,HTTP/1.1,Processed,nan,4701,0.681,LambdaExecutionError,text/html,114057,508,,2025-07-15 16:34:29
EDA530-E0,84687,3.197.178.143,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-modeling-techniques-data-engineers,301,http://www.hudson.com/postscategory.jsp,Opera/8.73.(X11; Linux x86_64; vi-VN) Presto/2.9.185 Version/12.00,,nan,Hit,b1745c61-135f-4fa2-8c6d-d35908bc5f15,archivesnationales-ht.com,HTTPS,1051,0.948,92.101.229.70,None,AES256-GCM-SHA384,Hit,HTTP/1.1,Processed,ago,58274,0.793,LambdaExecutionError,application/json,369333,16,1324,2025-07-15 19:12:55
BFB045-E0,23021,212.168.30.185,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/category,403,https://www.alexander-nichols.biz/tags/category/categoryfaq.jsp,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/52.0.852.0 Safari/531.2",,nan,Hit,af397159-3df3-4a9c-8d76-5ccda3414c97,archivesnationales-ht.com,HTTPS,1408,2.034,165.132.33.241,TLSv1.2,None,Miss,HTTP/1.1,Failed,nan,56263,0.916,LambdaExecutionError,image/jpeg,16283,,,2025-07-15 23:27:49
BAA892-E3,93165,188.63.241.185,GET,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,200,https://parsons-ryan.com/posts/tags/tagshome.htm,Opera/9.91.(X11; Linux x86_64; kok-IN) Presto/2.9.182 Version/10.00,index,f07e15ebfdaed94a45c4f039bc7f9ce5,LimitExceeded,5cf3c0c5-11c7-41ea-8321-2adbf3528c71,archivesnationales-ht.com,HTTP,1818,0.912,76.80.163.148,TLSv1.2,None,Error,HTTP/1.1,Failed,nan,59350,0.021,LambdaExecutionError,text/css,865,,,2025-07-15 18:29:22
DFB806-E0,80097,178.145.200.161,DELETE,d8bnainxtot1t.cloudfront.net,/blog/distributed-computing-data,301,https://www.monroe.com/tag/mainauthor.htm,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/56.0.842.0 Safari/536.0",,17964542111f4884d5f9ee54e843b41d,LimitExceeded,3c2b4b88-5da5-480f-82e9-dcde0ebded4c,archivesnationales-ht.com,HTTPS,3235,1.669,156.212.231.40,TLSv1.2,None,LimitExceeded,HTTP/1.1,Processed,nan,25692,0.579,Error,application/javascript,286978,,,2025-07-15 22:48:57
ABE726-E6,67853,218.161.77.232,POST,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,500,http://www.adams-gomez.com/wp-content/categoriesauthor.php,Opera/8.49.(Windows NT 6.2; se-NO) Presto/2.9.179 Version/11.00,,3fff86a666b62ae82609690c62f8a3b7,Hit,d92cd7f7-abb5-48a5-8677-13bcfbe1e713,archivesnationales-ht.com,HTTPS,3311,0.264,137.190.168.84,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,describe,31396,0.757,LambdaExecutionError,text/css,205258,890,1767,2025-07-15 13:33:35
CBF148-E6,87062,222.143.17.84,HEAD,d8bnainxtot1t.cloudfront.net,/blog/what-is-data-engineering,403,https://crosby.com/tagshomepage.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1),,nan,Hit,4ef9a388-798d-4522-a423-e7f22e65c623,archivesnationales-ht.com,HTTPS,4617,2.387,149.155.2.121,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,,nan,1960,0.28,LambdaExecutionError,image/jpeg,384949,395,,2025-07-15 18:57:24
AFC910-E9,74879,182.246.154.49,POST,d8bnainxtot1t.cloudfront.net,/blog/building-data-pipelines-python,404,nan,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),homepage,58c0781404f674c812de8e329108e5ed,LimitExceeded,aee80678-2faa-4b42-bca0-d96707d4e4de,archivesnationales-ht.com,HTTPS,3324,0.576,153.102.96.189,TLSv1.3,None,Hit,HTTP/2.0,Failed,nan,44607,0.261,Miss,image/jpeg,219285,740,,2025-07-15 10:21:59
DDB006-E9,81002,168.10.169.46,DELETE,d8bnainxtot1t.cloudfront.net,/blog/real-time-data-streaming-kafka,200,https://blackburn.info/list/categories/postslogin.php,Opera/8.59.(X11; Linux x86_64; sv-SE) Presto/2.9.164 Version/10.00,,eeb51e69de835dd713ec2cca2bcd13de,Error,32aa22ea-aec6-4a7c-b879-190c03d9d652,archivesnationales-ht.com,HTTPS,4178,2.397,47.114.99.163,None,AES256-GCM-SHA384,Hit,HTTP/2.0,Failed,nan,55156,0.836,Error,application/javascript,358592,,,2025-07-15 23:30:54
CCC055-E3,88719,195.252.150.62,PUT,d8bnainxtot1t.cloudfront.net,/blog/category,200,nan,Opera/8.53.(Windows NT 6.1; as-IN) Presto/2.9.164 Version/10.00,,nan,Error,346800ed-525e-4fd9-916a-0708430ddf3e,archivesnationales-ht.com,HTTPS,3189,1.639,142.4.147.75,None,None,Error,HTTP/1.1,Processed,teacher,18598,0.51,Hit,application/javascript,482861,884,1648,2025-07-15 10:08:23
BCE416-E5,62704,92.255.233.98,PUT,d8bnainxtot1t.cloudfront.net,/blog/category,301,https://www.sandoval-clark.org/app/explorefaq.html,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.31.3 (KHTML, like Gecko) Version/5.1 Safari/531.31.3",,50f85c5f69b0929efba511e4e3586a5f,Miss,abd50ff6-ac93-41de-aae6-5371c48b8290,archivesnationales-ht.com,HTTPS,2751,0.363,133.167.226.55,TLSv1.3,None,Hit,HTTP/1.1,Processed,nan,44356,0.025,LambdaExecutionError,application/javascript,71812,,,2025-07-15 06:02:48
EFE950-E8,34027,98.231.18.194,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,200,http://smith.com/list/posts/searchterms.html,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.1),,nan,Hit,87c3e1f4-7145-4782-ade9-16afed0a2e5a,archivesnationales-ht.com,HTTPS,1628,0.072,61.169.72.75,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/2.0,,nan,55893,0.953,Miss,application/json,151746,,1936,2025-07-15 08:37:23
CCB985-E8,97711,188.227.81.152,GET,d8bnainxtot1t.cloudfront.net,/blog/search,403,https://www.haynes.info/mainhomepage.php,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/43.0.800.0 Mobile/64A070 Safari/533.1",search,5ee0f7e18ad115345c49663ac4d89a05,Hit,73039d7c-3c5a-47cc-8e9f-db87963162b8,archivesnationales-ht.com,HTTPS,4363,1.436,192.204.113.21,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,nan,61332,0.188,Miss,text/css,115117,508,,2025-07-15 04:57:50
CBE303-E7,50968,148.48.194.202,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-observability-tools,200,http://www.herring.com/wp-content/appauthor.html,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ber-DZ) AppleWebKit/532.16.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.16.6",main,3f055c86d45e4f76bcb7088294daf815,LimitExceeded,6bea6989-d5af-418c-901c-53f9a44942e1,archivesnationales-ht.com,HTTPS,4963,0.627,60.210.236.81,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Failed,nan,8269,0.235,Miss,text/css,64698,,,2025-07-15 14:00:56
FFF783-E4,15723,193.89.150.107,HEAD,d8bnainxtot1t.cloudfront.net,/blog/distributed-computing-data,200,https://friedman-kim.com/app/tags/postscategory.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 1_1_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/10.5j9057.0 Mobile/23Y182 Safari/531.2",,nan,Error,38808991-0be9-4054-92c1-1ecf46018c8c,archivesnationales-ht.com,HTTPS,4544,0.426,45.55.147.240,TLSv1.2,AES256-GCM-SHA384,Error,HTTP/1.1,,nan,48916,0.713,Error,application/json,213153,,,2025-07-15 04:40:05
AFC525-E0,84866,216.215.61.131,POST,d8bnainxtot1t.cloudfront.net,/blog/columnar-databases-analytics,200,nan,Opera/9.54.(X11; Linux i686; mni-IN) Presto/2.9.171 Version/11.00,index,44eaf38d5e204abd4188f07bd52191f4,LimitExceeded,83fb39a2-da45-420b-92bc-c6d18109a04e,archivesnationales-ht.com,HTTPS,442,1.791,222.195.197.72,None,AES256-GCM-SHA384,LimitExceeded,HTTP/2.0,Failed,nan,47712,0.935,BadGateway,text/css,334007,189,,2025-07-15 03:08:22
FCC525-E9,53389,146.120.236.245,DELETE,d8bnainxtot1t.cloudfront.net,/blog,200,https://www.ramirez.com/posts/listindex.htm,Opera/8.88.(Windows 95; aa-ER) Presto/2.9.178 Version/11.00,post,3311f8ede37cb25c8564aa3b76ae3b2a,Hit,c8341ac9-3dd3-46b6-a12f-581acd9c56f9,archivesnationales-ht.com,HTTPS,4023,0.28,162.13.239.227,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,,nan,18054,0.868,BadGateway,application/javascript,434235,501,,2025-07-15 20:14:47
FCF015-E6,43296,35.196.197.234,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-lineage-tracking,200,https://www.stout.com/category/tagsauthor.php,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.26.5 (KHTML, like Gecko) Version/4.0.3 Safari/535.26.5",privacy,nan,LimitExceeded,3a5276c8-5fdf-41d8-8c61-a777a3d68c85,archivesnationales-ht.com,HTTPS,288,1.199,83.63.221.95,TLSv1.3,None,LimitExceeded,HTTP/1.1,Failed,nan,52446,0.242,Miss,application/javascript,456827,,,2025-07-15 02:26:53
